system:index,Air_Temp_Baseline,Albedo,LST_Day,LST_Night,NDBI,NDVI,NDWI,.geo
0,23.048980712890625,414.022342519685,31.021271960000036,26.05000000000001,-0.38011695906432746,0.10913838120104438,-0.012392755004766444,"{""type"":""Point"",""coordinates"":[88.44442847627569,22.548712635264064]}"
1,23.161115558330835,1326.3215551181104,34.17097739000002,25.970000000000027,-0.165104922792662,0.44721311475409836,-0.4413061224489796,"{""type"":""Point"",""coordinates"":[88.46471929479902,22.4713607402518]}"
2,23.057418169294124,1149.5784448818897,39.67398959000002,27.630000000000052,0.025416869030273594,0.2399588053553038,-0.28440366972477066,"{""type"":""Point"",""coordinates"":[88.345063257593,22.508485257851515]}"
3,23.161115558330835,1422.045964566929,34.69051643,25.83000000000004,-0.1761723700887199,0.6002508230130115,-0.5109532267613973,"{""type"":""Point"",""coordinates"":[88.46413429684888,22.485399510718885]}"
4,22.913776430876396,433.332874015748,31.069124240000008,26.210000000000036,-0.319672131147541,-0.36237623762376237,0.4495726495726496,"{""type"":""Point"",""coordinates"":[88.35631396450032,22.662600405054665]}"
5,22.913776430876396,1231.711811023622,37.68299294000002,27.340000000000032,0.05588652482269504,0.28098537336412627,-0.3317326930772309,"{""type"":""Point"",""coordinates"":[88.44124543712755,22.67887183535197]}"
6,23.043636113947116,1311.561220472441,47.28079309999998,25.870000000000005,0.12324929971988796,0.11865618298784847,-0.22648902821316613,"{""type"":""Point"",""coordinates"":[88.35477268869832,22.609898837311146]}"
7,22.791960652669275,1449.9214566929134,34.83578227999999,26.190000000000055,-0.18102697998259357,0.6314998497144575,-0.5978804827789226,"{""type"":""Point"",""coordinates"":[88.27567794811132,22.65624833142426]}"
8,23.03531081255744,1167.9864173228345,38.13758960000001,26.370000000000005,-0.0011757789535567313,0.3744955609362389,-0.3993426458504519,"{""type"":""Point"",""coordinates"":[88.2743006672301,22.628123842982646]}"
9,23.03531081255744,1148.703937007874,42.02729636000004,25.900000000000034,0.0886512590548465,0.08634868421052631,-0.16131868131868132,"{""type"":""Point"",""coordinates"":[88.3438796230769,22.601936100290935]}"
