system:index,Air_Temp_Baseline,Albedo,LST_Day,LST_Night,NDBI,NDVI,NDWI,.geo
0,24.047364220252405,1767.0120078740156,40.52678558000002,29.310000000000002,0.06519337016574586,0.334384858044164,-0.40882597835137385,"{""type"":""Point"",""coordinates"":[78.56460849328863,17.361107264451938]}"
1,24.037715318467917,138.17342519685042,30.043718240000032,27.630000000000052,0.19708029197080293,-0.2028985507246377,0.3939393939393939,"{""type"":""Point"",""coordinates"":[78.5842475275594,17.283758171914286]}"
2,24.026762300379175,2021.0966535433067,44.65917176000005,30.250000000000057,0.08925925925925926,0.18591753074511697,-0.23227261338010524,"{""type"":""Point"",""coordinates"":[78.4684637830783,17.32087522766634]}"
3,24.037715318467917,1594.400787401575,42.37935242000003,27.52000000000004,0.027092113184828417,0.3863311409779811,-0.4562931811354761,"{""type"":""Point"",""coordinates"":[78.58367853720034,17.29779685401809]}"
4,23.677732252038084,1993.6114173228345,39.805583360000014,29.710000000000036,0.07627627627627627,0.09883305548940224,-0.15378844711177794,"{""type"":""Point"",""coordinates"":[78.47935342512692,17.474990159312586]}"
5,23.72446443962332,1890.6094488188976,40.51994954000003,29.77000000000004,0.052856907623909107,0.4056695992179863,-0.46959632089933573,"{""type"":""Point"",""coordinates"":[78.56153667124853,17.491266083244156]}"
6,23.902567221901677,463.46377952755904,28.98071402000005,28.350000000000023,-0.5201192250372578,0.03553299492385787,0.17940466613032985,"{""type"":""Point"",""coordinates"":[78.47785057161676,17.422288606176718]}"
7,23.654055255392336,1776.0818897637796,41.45306900000003,29.350000000000023,-0.001408167370750352,0.29231568016614745,-0.31449696329548454,"{""type"":""Point"",""coordinates"":[78.4013254418123,17.468643997286513]}"
8,23.898320994657638,1999.2866141732281,38.87588191999998,30.130000000000052,0.04515397695068959,0.18499413833528722,-0.2411591355599214,"{""type"":""Point"",""coordinates"":[78.3999939645858,17.440519696053226]}"
9,23.902567221901677,1348.5100393700786,36.63366080000003,29.010000000000048,-0.035222894881673086,0.3071577484364142,-0.3335696561503013,"{""type"":""Point"",""coordinates"":[78.46730724906075,17.414326112825343]}"
10,24.047364220252405,1853.7157480314959,39.22451996000001,29.83000000000004,0.06530356770290006,0.1552346570397112,-0.1988225849611988,"{""type"":""Point"",""coordinates"":[78.55953499866814,17.364286757807307]}"
11,23.902567221901677,1379.6360236220473,39.77140315999998,29.930000000000007,0.043523316062176166,0.26265389876880985,-0.2949842160645388,"{""type"":""Point"",""coordinates"":[78.52732780246957,17.428219530429452]}"
12,24.047364220252405,1165.438188976378,35.28354290000004,27.660000000000025,0.10032853171594643,0.46804123711340206,-0.5071972904318375,"{""type"":""Point"",""coordinates"":[78.59839033694016,17.38506236633201]}"
13,23.654055255392336,1581.0877952755902,40.87200560000002,29.620000000000005,0.11469624401310814,0.07334963325183375,-0.1421138211382114,"{""type"":""Point"",""coordinates"":[78.42336817845107,17.4764313018792]}"
14,23.901310947963168,1697.12125984252,44.72753216000001,27.190000000000055,0.15484223964982674,0.28508042151968943,-0.39326518340348765,"{""type"":""Point"",""coordinates"":[78.44294246431573,17.281452731475074]}"
15,24.037715318467917,1428.2393700787402,39.66886255999998,27.870000000000005,-0.06535811234078095,0.6130256085994309,-0.6145569620253165,"{""type"":""Point"",""coordinates"":[78.57145611810738,17.30589473970717]}"
16,23.677732252038084,1513.895866141732,39.55948592000004,30.010000000000048,0.07016060862214708,0.34474327628361856,-0.4322916666666667,"{""type"":""Point"",""coordinates"":[78.49949702294968,17.4623386330147]}"
17,23.654055255392336,1739.5799212598424,38.479391599999985,29.890000000000043,0.06000466962409526,0.11430943814004982,-0.15160183066361557,"{""type"":""Point"",""coordinates"":[78.39715395047315,17.49186336630851]}"
18,23.901310947963168,1331.3151574803148,43.85593706000003,27.55000000000001,0.18613949355841847,0.34705882352941175,-0.4124903623747109,"{""type"":""Point"",""coordinates"":[78.39198413981647,17.294334924846023]}"
19,23.901310947963168,2028.3220472440944,42.75875264000001,29.390000000000043,0.002652519893899204,0.2608987256874581,-0.3289349670122526,"{""type"":""Point"",""coordinates"":[78.43539139695424,17.325554188325388]}"
20,24.047364220252405,1583.0011811023624,40.58489192000002,29.060000000000002,0.10950711486904516,0.26331187829139846,-0.3677541970224897,"{""type"":""Point"",""coordinates"":[78.58469276586918,17.437025277730015]}"
21,23.654055255392336,1755.4509842519685,37.86072998000003,30.450000000000045,0.04351610095735422,0.16542948038176034,-0.22587841606246514,"{""type"":""Point"",""coordinates"":[78.42193567970301,17.451622553936417]}"
22,23.902567221901677,1398.7,39.183503719999976,29.390000000000043,0.08137749506470718,0.4182187605824585,-0.4546717610281348,"{""type"":""Point"",""coordinates"":[78.5345369961241,17.416650323664747]}"
23,23.902567221901677,1449.0523622047244,40.87200560000002,30.210000000000036,0.0585252482569195,0.40878912424913055,-0.48039867109634554,"{""type"":""Point"",""coordinates"":[78.529873064067,17.438340212784766]}"
24,23.654055255392336,1613.1173228346454,37.84705789999998,30.220000000000027,-0.0011576753878212549,0.24575050417747046,-0.28997613365155134,"{""type"":""Point"",""coordinates"":[78.39875365016601,17.485474377142268]}"
25,24.047364220252405,1815.2944881889764,39.05703698000002,30.370000000000005,0.0396808733991182,0.1710189452124936,-0.2322198275862069,"{""type"":""Point"",""coordinates"":[78.54970987794628,17.367585646977176]}"
26,23.898320994657638,2000.731496062992,44.881343060000006,29.200000000000045,0.10201772581557608,0.1131369798971482,-0.20955041910083821,"{""type"":""Point"",""coordinates"":[78.38466103951288,17.357262404213543]}"
27,24.026762300379175,1512.61437007874,43.43210257999999,27.710000000000036,0.15396825396825398,0.35322119961916854,-0.43859649122807015,"{""type"":""Point"",""coordinates"":[78.48358549699063,17.277521261753673]}"
28,23.677732252038084,1967.8279527559052,39.603920180000046,29.810000000000002,0.05867110864334629,0.1958617446508347,-0.2715,"{""type"":""Point"",""coordinates"":[78.52173046904294,17.45093423029357]}"
29,23.902567221901677,1407.158661417323,40.34904854000001,30.230000000000018,0.0724018167245525,0.17535545023696683,-0.233392539964476,"{""type"":""Point"",""coordinates"":[78.50808619743631,17.4406056508252]}"
30,24.037715318467917,1284.2157480314959,40.67034242,28.670000000000016,0.16670376140663254,0.39285714285714285,-0.481598733676296,"{""type"":""Point"",""coordinates"":[78.58710979923026,17.34178763758271]}"
